ID,Candidate,Constituency ∇,Party,Criminal Case,Total Assets,Liabilities,state,Education
1723,Dinesh Gurjar,MORENA,INC,6,2 Crore+,4 Lac+,MADHYA PRADESH,12th Pass
1724,Manjula Tulshiram Gavit,SAKRI (ST),IND,0,4 Crore+,40 Lac+,MAHARASHTRA,Graduate
1725,Ranbir Singh,FIROZPUR CITY,AAP,1,2 Crore+,8 Lac+,PUNJAB,Graduate
1726,Rajendra Kumar Sahoo,BEGUNIA,BJD,18,7 Crore+,1 Lac+,ODISHA,12th Pass
1727,Shobha Chauhan,SOJAT (SC),BJP,1,2 Crore+,1 Crore+,RAJASTHAN,Post Graduate
1728,Nagulapalli Dhanalakshmi,RAMPACHODAVARAM,YSRCP,0,0,0,ANDHRA PRADESH,Graduate Professional
1729,Manohar Lal,KARNAL,BJP,0,1 Crore+,0,HARYANA,Graduate
1730,Ashok Pattan,RAMDURG,INC,0,1 Crore+,36 Lac+,KARNATAKA,Graduate
1731,Laxman,BASSI (ST),INC,0,8 Crore+,33 Lac+,RAJASTHAN,Post Graduate
1732,Adv. K. C. Padavi,AKKALKUWA (ST),INC,0,4 Crore+,48 Lac+,MAHARASHTRA,Post Graduate
1733,Kailash Vijayvargiya,INDORE-1,BJP,5,14 Crore+,42 Lac+,MADHYA PRADESH,Graduate Professional
1734,Lakhan Sahadeo Malik,WASHIM (SC),BJP,0,80 Lac+,2 Lac+,MAHARASHTRA,Literate
1735,Jaggireddy Chirla,KOTHAPETA,YSRCP,3,3 Crore+,94 Lac+,ANDHRA PRADESH,Post Graduate
1736,Shiv Arora,RUDRAPUR,BJP,1,0,48 Lac+,UTTARAKHAND,Graduate
1737,Kandasamy V.P.,SULUR,AIADMK,0,4 Crore+,17 Lac+,TAMIL NADU,Graduate
1738,Harendra Mirdha,NAGAUR,INC,0,18 Crore+,0,RAJASTHAN,Post Graduate
1739,Akshaykumar Ishvarbhai Patel,KARJAN,BJP,0,3 Crore+,12 Lac+,GUJARAT,12th Pass
1740,Sanjeev Kumar,JALESAR (SC),BJP,0,1 Crore+,1 Lac+,UTTAR PRADESH,Graduate
1741,Ahirwar Dileep,CHANDLA (SC),BJP,3,2 Crore+,17 Lac+,MADHYA PRADESH,10th Pass
1742,Jitendrabhai Savajibhai Vaghani,BHAVNAGAR WEST,BJP,4,8 Crore+,2 Crore+,GUJARAT,Graduate Professional
1743,Krishnamurari Sharan Alias Prem Mukhiya,HILSA,JD(U),0,3 Crore+,0,BIHAR,12th Pass
1744,Ramalinga Reddy,B.T.M LAYOUT,INC,4,110 Crore+,35 Crore+,KARNATAKA,Graduate
1745,M. Vaithianathan,LAWSPET,INC,0,0,2 Crore+,PUDUCHERRY,10th Pass
1746,"Ganesan, C.V.",TITTAKUDI (SC),DMK,0,9 Crore+,4 Crore+,TAMIL NADU,Post Graduate
1747,Virendra Singh,MASUDA,BJP,0,83 Lac+,33 Thou+,RAJASTHAN,Graduate
1748,Atin Ghosh,KASHIPUR-BELGACHHIA,AITC,1,2 Crore+,19 Lac+,WEST BENGAL,Graduate
1749,Kakani Govardhan Reddy,SARVEPALLI,YSRCP,7,22 Crore+,0,ANDHRA PRADESH,Post Graduate
1750,Manubhai M. Patel (Fogwa),UDHNA,BJP,0,6 Crore+,2 Lac+,GUJARAT,8th Pass
1751,Hirabhai Odhavjibhai Solanki,RAJULA,BJP,1,53 Crore+,5 Crore+,GUJARAT,10th Pass
1752,Atul Bora,DISPUR,BJP,1,2 Crore+,9 Lac+,ASSAM,Graduate
1753,Hitendra Nath Goswami,JORHAT,BJP,0,1 Crore+,7 Lac+,ASSAM,Post Graduate
1754,Kumar Sarvjeet,BODH GAYA (SC),RJD,1,6 Crore+,11 Lac+,BIHAR,Graduate Professional
1755,Mahesh Baldi,URAN,IND,2,33 Crore+,10 Crore+,MAHARASHTRA,12th Pass
1756,Sukumar De,NANDAKUMAR,AITC,0,0,0,WEST BENGAL,Graduate
1757,Dr. Mathew Kuzhalnadan,MUVATTUPUZHA,INC,3,34 Crore+,33 Lac+,KERALA,Doctorate
1758,Varaprasad Rao Velagapalli,GUDUR,YSRCP,0,0,1 Crore+,ANDHRA PRADESH,Doctorate
1759,Vinod Kumar,NACHAN (SC),BJP,0,2 Crore+,27 Lac+,HIMACHAL PRADESH,12th Pass
1760,Tongbram Robindro Singh,THANGA,BJP,4,38 Lac+,4 Lac+,MANIPUR,12th Pass
1761,Bishnu Charan Das,TIRTOL,BJD,1,2 Crore+,70 Lac+,ODISHA,Graduate Professional
1762,Carlos Alvares Ferreira,ALDONA,INC,0,21 Crore+,12 Lac+,GOA,Graduate Professional
1763,Khatik Harishankar,JATARA (SC),BJP,0,2 Crore+,6 Lac+,MADHYA PRADESH,Others
1764,S.Mangudi,KARAIKUDI,INC,9,5 Crore+,3 Crore+,TAMIL NADU,Graduate
1765,Siddharth Anil Shirole,SHIVAJINAGAR,BJP,1,8 Crore+,1 Crore+,MAHARASHTRA,Graduate Professional
1766,Dr. Dhan Singh Rawat,SRINAGAR,BJP,0,2 Crore+,0,UTTARAKHAND,Doctorate
1767,M Mukesh,KOLLAM,CPI(M),1,0,82 Thou+,KERALA,Graduate
1768,Ganpat Kalu Gaikwad,KALYAN EAST,BJP,18,63 Crore+,3 Crore+,MAHARASHTRA,5th Pass
1769,Ak Sai J Saravanan Kumar,OUSSUDU (SC),BJP,5,3 Crore+,2 Crore+,PUDUCHERRY,Graduate
1770,Joshua Peter De Souza,MAPUSA,BJP,0,4 Crore+,32 Lac+,GOA,Graduate
1771,P.M.L. Kalyanasundaram,KALAPET,BJP,8,5 Crore+,3 Crore+,PUDUCHERRY,8th Pass
1772,Purnesh Modi,SURAT WEST,BJP,0,1 Crore+,34 Lac+,GUJARAT,Graduate Professional
1773,Partha Chatterjee,BEHALA PASCHIM,AITC,0,1 Crore+,0,WEST BENGAL,Doctorate
1774,"Ashokkumar, N.",PERAVURANI,DMK,0,6 Crore+,2 Crore+,TAMIL NADU,10th Pass
1775,Janak Singh,TARAIYA,BJP,6,6 Crore+,29 Lac+,BIHAR,Graduate
1776,Indrajeet Saroj,MANJHANPUR (SC),SP,1,14 Crore+,2 Crore+,UTTAR PRADESH,Graduate
1777,Madan Madhukar Yerawar,YAVATMAL,BJP,1,9 Crore+,1 Crore+,MAHARASHTRA,Others
1778,Anil Kumar Verma,LAHARPUR,SP,2,2 Crore+,45 Lac+,UTTAR PRADESH,Graduate
1779,Sailendra Chandra Nath,JUBARAJNAGAR,CPI(M),0,2 Crore+,22 Lac+,TRIPURA,Graduate
1780,Manoj Kumar Paras,NAGINA (SC),SP,4,4 Crore+,27 Lac+,UTTAR PRADESH,12th Pass
1781,Kamal Nath,CHHINDWARA,INC,2,0,12 Lac+,MADHYA PRADESH,Graduate
1782,Ashok Kumar Deb,BUDGE BUDGE,AITC,1,23 Lac+,0,WEST BENGAL,Graduate Professional
1783,Pradeep Patel,MAUGANJ,BJP,0,1 Crore+,0,MADHYA PRADESH,Graduate
1784,Anil Kumar Anil Pradhan,CHITRAKOOT,SP,2,30 Thou+,47 Thou+,UTTAR PRADESH,Graduate
1785,Ruturaj Sanjay Patil,KOLHAPUR SOUTH,INC,0,34 Crore+,17 Crore+,MAHARASHTRA,12th Pass
1786,Sankar Narayana Malagundla,PENUKONDA,YSRCP,6,19 Crore+,34 Lac+,ANDHRA PRADESH,Graduate Professional
1787,Keisham Meghachandra Singh,WANGKHEM,INC,1,7 Crore+,56 Lac+,MANIPUR,Post Graduate
1788,Anil Jain Kaluheda,UJJAIN UTTAR,BJP,0,6 Crore+,26 Lac+,MADHYA PRADESH,Post Graduate
1789,Subash Chandra Behera,CHHATRAPUR,BJD,0,3 Crore+,10 Lac+,ODISHA,Post Graduate
1790,Jai Krishan,GARHSHANKAR,AAP,4,1 Crore+,22 Lac+,PUNJAB,12th Pass
1791,Chandrikapure Manohar Gowardhan,ARJUNI MORGAON (SC),NCP,0,0,1 Crore+,MAHARASHTRA,Graduate
1792,Udayabhanu Samineni,JAGGAYYAPETA,YSRCP,18,17 Crore+,2 Crore+,ANDHRA PRADESH,Graduate
1793,Sanjay Satyendra Pathak,VIJAYRAGHAVGARH,BJP,1,242 Crore+,19 Crore+,MADHYA PRADESH,Post Graduate
1794,June Maliah,MEDINIPUR,AITC,0,3 Crore+,0,WEST BENGAL,12th Pass
1795,M.T.Krishnappa,TURUVEKERE,JD(S),8,2 Crore+,1 Lac+,KARNATAKA,Graduate
1796,Vikas Pandurang Thakre,NAGPUR WEST,INC,25,0,1 Crore+,MAHARASHTRA,Graduate
1797,Radheyshyam Bairwa,BARAN ATRU (SC),BJP,0,49 Lac+,5 Lac+,RAJASTHAN,10th Pass
1798,Kadubandi Srinivasa Rao,SRUNGAVARAPUKOTA,YSRCP,0,5 Crore+,0,ANDHRA PRADESH,Post Graduate
1799,Udaya K M,MADDUR,INC,3,102 Crore+,3 Crore+,KARNATAKA,10th Pass
1800,Madan Mohan Dutta,BALASORE,BJP,3,3 Lac+,3 Lac+,ODISHA,8th Pass
1801,Mahendra Hari Dalvi,ALIBAG,SHS,3,32 Crore+,3 Crore+,MAHARASHTRA,8th Pass
1802,Ajabe Balasaheb Bhausaheb,ASHTI,NCP,0,1 Crore+,90 Thou+,MAHARASHTRA,12th Pass
1803,Mohit Sonkar,BILHAUR (SC),BJP,3,85 Lac+,0,UTTAR PRADESH,Graduate Professional
1804,Monditoka . Jagan Mohana Rao,NANDIGAMA,YSRCP,5,2 Crore+,71 Lac+,ANDHRA PRADESH,Post Graduate
1805,Paonam Brojen Singh,WANGJING TENTHA,BJP,0,5 Crore+,43 Lac+,MANIPUR,Graduate
1806,Nurul Huda,RUPOHIHAT,INC,0,2 Crore+,49 Lac+,ASSAM,10th Pass
1807,Sudhansu Sekhar Parida,REMUNA,BJD,0,2 Crore+,48 Lac+,ODISHA,Graduate
1808,Veer Vikram Singh,KATRA,BJP,0,1 Crore+,0,UTTAR PRADESH,Post Graduate
1809,Sadasiva Pradhani,NABARANGPUR,BJD,0,2 Crore+,3 Lac+,ODISHA,Post Graduate
1810,Lokender Kumar,ANNI (SC),BJP,10,29 Lac+,45 Thou+,HIMACHAL PRADESH,Post Graduate
1811,Barsha Singh Bariha,PADAMPUR : BYE ELECTION ON 5-12-2022,BJD,0,1 Crore+,0,ODISHA,Graduate Professional
1812,Lokam Tassar,KOLORIANG,BJP,2,11 Crore+,3 Crore+,ARUNACHAL PRADESH,10th Pass
1813,Nitin Agarwal,HARDOI,BJP,0,31 Crore+,3 Crore+,UTTAR PRADESH,Post Graduate
1814,C. R Mahesh,KARUNAGAPPALLY,INC,9,19 Lac+,30 Lac+,KERALA,Graduate
1815,Islam Sk Nurul (Haji),HAROA,AITC,0,1 Crore+,0,WEST BENGAL,12th Pass
1816,Leshi Singh,DHAMDAHA,JD(U),0,2 Crore+,61 Lac+,BIHAR,12th Pass
1817,Kalaivanan Poondi K.,THIRUVAUR,DMK,49,3 Crore+,9 Lac+,TAMIL NADU,12th Pass
1818,Indra Kumar Sahu,ABHANPUR,BJP,0,1 Crore+,0,CHHATTISGARH,Graduate
1819,Tank Ram Verma,BALODA BAZAR,BJP,0,2 Crore+,0,CHHATTISGARH,Post Graduate
1820,Sahdev Singh Pundir,SAHASPUR,BJP,0,3 Crore+,26 Lac+,UTTARAKHAND,Graduate
1821,J Kumo Sha,KARONG (ST),IND,0,6 Lac+,0,MANIPUR,Graduate
1822,Bhupesh Chaubey,ROBERTSGANJ,BJP,2,1 Crore+,29 Lac+,UTTAR PRADESH,Graduate
1823,Jakir Hussain Gesawat,MAKRANA,INC,0,1 Crore+,7 Lac+,RAJASTHAN,12th Pass
1824,Sukanta Kumar Paul,AMTA,AITC,0,19 Lac+,0,WEST BENGAL,Post Graduate
1825,Arvind Bellad,HUBLI-DHARWAD-WEST,BJP,0,106 Crore+,14 Crore+,KARNATAKA,Graduate Professional
1826,Manwinder Singh Giaspura,PAYAL (SC),AAP,2,95 Lac+,36 Lac+,PUNJAB,Post Graduate
1827,A.S.Ponnanna,VIRAJPET,INC,0,30 Crore+,4 Crore+,KARNATAKA,Graduate Professional
1828,Yusuf Salahuddin,SIMRI BAKHTIARPUR,RJD,1,13 Crore+,0,BIHAR,Graduate
1829,Pranav Kumar,MUNGER,BJP,0,53 Lac+,3 Lac+,BIHAR,Graduate
1830,Prashant Ramsheth Thakur,PANVEL,BJP,2,183 Crore+,3 Crore+,MAHARASHTRA,12th Pass
1831,Sudip Sarkar,BARJALA (SC),CPI(M),0,57 Lac+,0,TRIPURA,10th Pass
1832,Bhonsle Shivendrasinh Abhaysinhraje,SATARA,BJP,5,62 Crore+,10 Crore+,MAHARASHTRA,12th Pass
1833,Sanjeet Kharel,NAMTHANG-RATEYPANI,Sikkim Krantikari Morcha,0,4 Crore+,3 Lac+,SIKKIM,Graduate
1834,A. Pangjung Jamir,TULI (ST),BJP,1,4 Crore+,0,NAGALAND,Graduate
1835,Ravindra Dattatray Chavan,DOMBIVALI,BJP,3,9 Crore+,2 Crore+,MAHARASHTRA,12th Pass
1836,Jitendra Kumar Gothwal,KHANDAR (SC),BJP,2,0,0,RAJASTHAN,Graduate
1837,Suresh Kumar,JAGDISHPUR (SC),BJP,0,0,12 Lac+,UTTAR PRADESH,12th Pass
1838,Ali Ashraf Siddiqui,NATHNAGAR,RJD,0,4 Crore+,0,BIHAR,Graduate
1839,Kanchan Mullick,UTTARPARA,AITC,0,1 Crore+,1 Lac+,WEST BENGAL,Graduate
1840,Kayalvizhi N,DHARAPURAM (SC),DMK,0,4 Crore+,0,TAMIL NADU,Post Graduate
1841,Narendra Bhojraj Bhondekar,BHANDARA (SC),IND,4,3 Crore+,2 Crore+,MAHARASHTRA,Graduate
1842,Dr.Tushar Amarsinh Chaudhary,KHEDBRAHMA (ST),INC,0,7 Crore+,3 Lac+,GUJARAT,Graduate Professional
1843,I.Paranthamen,EGMORE (SC),DMK,0,1 Crore+,0,TAMIL NADU,Graduate Professional
1844,Kalattur Narayana Swamy,GANGADHARA NELLORE,YSRCP,0,1 Crore+,1 Lac+,ANDHRA PRADESH,Graduate
1845,Vishvaraj Singh Mewar,NATHDWARA,BJP,0,0,0,RAJASTHAN,Graduate
1846,Gajendrasinh Udesinh Parmar,PRANTIJ,BJP,0,1 Crore+,0,GUJARAT,Graduate
1847,Savita Kapoor,DEHRADUN CANTONMENT,BJP,0,1 Crore+,39 Lac+,UTTARAKHAND,12th Pass
1848,Jagbir Singh Malik,GOHANA,INC,0,5 Crore+,27 Lac+,HARYANA,Graduate Professional
1849,Panchanand Pathak (P.N. Pathak),KUSHINAGAR,BJP,0,2 Crore+,0,UTTAR PRADESH,Graduate
1850,Jitendra Uday Singh Pandya,BADNAGAR,BJP,0,2 Crore+,3 Lac+,MADHYA PRADESH,12th Pass
1851,Prof. Shyam Bihari Lal,FARIDPUR (SC),BJP,4,5 Crore+,74 Lac+,UTTAR PRADESH,Doctorate
1852,Chetanya Kasyap,RATLAM CITY,BJP,0,296 Crore+,20 Crore+,MADHYA PRADESH,12th Pass
1853,Kiliveti Sanjeevaiah,SULLURPETA,YSRCP,0,6 Crore+,1 Crore+,ANDHRA PRADESH,Graduate Professional
1854,Lakhbir Singh Rai,FATEHGARH SAHIB,AAP,0,12 Crore+,79 Lac+,PUNJAB,Graduate Professional
1855,Naik Shirishkumar Surupsing,NAWAPUR (ST),INC,0,0,30 Lac+,MAHARASHTRA,Graduate
1856,Abhesinh Motibhai Tadvi,SANKHEDA (ST),BJP,0,4 Crore+,51 Lac+,GUJARAT,10th Pass
1857,Vivekananda Bauri,RAGHUNATHPUR (SC),BJP,0,20 Lac+,0,WEST BENGAL,Graduate Professional
1858,Uday Pratap Singh,GADARWARA,BJP,1,22 Crore+,1 Crore+,MADHYA PRADESH,Graduate
1859,Neelkanth Tekam,KESHKAL (ST),BJP,0,1 Crore+,16 Lac+,CHHATTISGARH,Post Graduate
1860,Babulal,FATEHPUR SIKRI,BJP,7,6 Crore+,9 Lac+,UTTAR PRADESH,10th Pass
1861,Ranvijay Sahu,MORWA,RJD,0,2 Crore+,6 Lac+,BIHAR,Graduate
1862,Ganapathy.K,MADHURAVOYAL,DMK,0,85 Lac+,0,TAMIL NADU,8th Pass
1863,H.Salam,AMBALAPUZHA,CPI(M),7,40 Lac+,1 Lac+,KERALA,12th Pass
1864,Mohan Singh,JAGESHWAR,BJP,0,1 Crore+,0,UTTARAKHAND,10th Pass
1865,Rama Kanta Dewri,MARIGAON,BJP,2,3 Crore+,15 Lac+,ASSAM,10th Pass
1866,Vikram Bansiwal,SIKRAI (SC),BJP,0,12 Crore+,15 Lac+,RAJASTHAN,Graduate
1867,Bolin Chetia,SADIYA,BJP,0,2 Crore+,41 Lac+,ASSAM,12th Pass
1868,Dilip Dattatray Mohite,KHED ALANDI,NCP,7,12 Crore+,31 Lac+,MAHARASHTRA,10th Pass
1869,Pradeep Maharathy,PIPILI,BJD,5,6 Crore+,13 Lac+,ODISHA,Graduate
1870,Manik Saha,TOWN BARDOWALI,BJP,0,0,13 Lac+,TRIPURA,Post Graduate
1871,B. M. Nagaraja,SIRAGUPPA (ST),INC,0,9 Crore+,0,KARNATAKA,8th Pass
1872,Sukhbinder Singh Sarkaria,RAJA SANSI,INC,1,11 Crore+,4 Crore+,PUNJAB,Graduate
1873,Diganta Barman,BARKHETRY,INC,0,5 Crore+,19 Lac+,ASSAM,Graduate
1874,Kalidas Nilkanth Kolambkar,WADALA,BJP,0,5 Crore+,40 Lac+,MAHARASHTRA,10th Pass
1875,Siddeque Ahmed,KARIMGANJ SOUTH,INC,7,26 Crore+,12 Lac+,ASSAM,10th Pass
1876,Jogi Ramesh,PEDANA,YSRCP,16,90 Lac+,0,ANDHRA PRADESH,Graduate
1877,N. Thiyagarajan,MUSIRI,DMK,24,67 Lac+,10 Lac+,TAMIL NADU,Post Graduate
1878,Raghvendra Pratap Singh,BARHARA,BJP,4,2 Crore+,0,BIHAR,10th Pass
1879,Koramutla Sreenivasulu,KODUR,YSRCP,0,1 Crore+,2 Lac+,ANDHRA PRADESH,Post Graduate
1880,Nitin Bhikanrao Tale,BALAPUR,SHS,5,1 Crore+,33 Thou+,MAHARASHTRA,12th Pass
1881,Tarunpreet Singh Sond,KHANNA,AAP,1,4 Crore+,19 Lac+,PUNJAB,12th Pass
1882,P.C.Baranda,BHILODA (ST),BJP,0,0,0,GUJARAT,Graduate
1883,Vijay Kumar Mandal,SIKTI,BJP,1,1 Crore+,0,BIHAR,10th Pass
1884,Namdev Jayram Sasane,UMARKHED (SC),BJP,0,83 Lac+,0,MAHARASHTRA,Post Graduate
1885,Rathin Ghosh,MADHYAMGRAM,AITC,0,55 Lac+,4 Lac+,WEST BENGAL,12th Pass
1886,Vijaypal Singh,SOHAGPUR,BJP,0,2 Crore+,84 Lac+,MADHYA PRADESH,Post Graduate
1887,Anil Jain,NIWARI,BJP,0,4 Crore+,90 Lac+,MADHYA PRADESH,Literate
1888,Kukrani Payal Manojkumar,NARODA,BJP,0,1 Crore+,46 Lac+,GUJARAT,Graduate Professional
1889,Kaneez Fatima,GULBARGA UTTAR,INC,0,18 Crore+,8 Lac+,KARNATAKA,12th Pass
1890,Ashis Kumar Biswas,KRISHNAGANJ (SC),BJP,1,86 Lac+,0,WEST BENGAL,12th Pass
1891,Ujaneshwar Basavannappa Banakar,HIREKERUR,INC,0,5 Crore+,8 Lac+,KARNATAKA,Graduate Professional
1892,Irengbam Nalini Devi,OINAM,NPP,0,2 Crore+,0,MANIPUR,Graduate
1893,Byomakesh Ray,CHANDABALI,BJD,0,2 Crore+,0,ODISHA,Post Graduate
1894,Yogesh Verma,LAKHIMPUR,BJP,0,4 Crore+,11 Lac+,UTTAR PRADESH,Post Graduate
1895,Nadira Sultan,PATIYALI,SP,0,0,3 Lac+,UTTAR PRADESH,12th Pass
1896,M Krishnappa,BANGALORE SOUTH,BJP,0,89 Crore+,20 Crore+,KARNATAKA,10th Pass
1897,Jagsir Singh,BHUCHO MANDI (SC),AAP,1,55 Lac+,3 Lac+,PUNJAB,Others
1898,Basanagouda Daddal,RAICHUR RURAL (ST),INC,1,10 Crore+,87 Lac+,KARNATAKA,12th Pass
1899,Adv. D. K. Murali,VAMANAPURAM,CPI(M),4,1 Crore+,0,KERALA,Graduate Professional
1900,Arjunbhai Devabhai Modhwadia,PORBANDAR,INC,1,3 Crore+,7 Lac+,GUJARAT,Graduate Professional
1901,Swapna Majumder,RAJNAGAR (SC),BJP,0,1 Lac+,0,TRIPURA,Graduate
1902,Pema Khandu,MUKTO,BJP,0,163 Crore+,0,ARUNACHAL PRADESH,Graduate
1903,Malender Rajan,INDORA (SC),INC,0,1 Crore+,0,HIMACHAL PRADESH,Graduate Professional
1904,Ambika Markam,SIHAWA (ST),INC,0,1 Crore+,13 Lac+,CHHATTISGARH,Post Graduate
1905,Kamaraj R,NANNILAM,AIADMK,1,3 Crore+,0,TAMIL NADU,Post Graduate
1906,Kuldeep Singh Pathania,BHATTIYAT,INC,1,8 Crore+,15 Lac+,HIMACHAL PRADESH,Graduate Professional
1907,Baghel Surendra Singh Honey,KUKSHI (ST),INC,1,4 Crore+,2 Crore+,MADHYA PRADESH,Graduate
1908,B. Shivanna,ANEKAL (SC),INC,1,35 Crore+,3 Crore+,KARNATAKA,Post Graduate
1909,Anam Ramanarayana Reddy,VENKATAGIRI,YSRCP,1,18 Crore+,1 Crore+,ANDHRA PRADESH,Graduate Professional
1910,Atanu Sabyasachi Nayak,MAHAKALAPADA,BJD,0,1 Crore+,18 Lac+,ODISHA,Graduate Professional
1911,Bishan Lal,RADAUR,INC,0,4 Crore+,72 Lac+,HARYANA,Graduate Professional
1912,S.P. Velumani,THONDAMUTHUR,AIADMK,0,5 Crore+,0,TAMIL NADU,Post Graduate
1913,Jibesh Kumar,JALE,BJP,5,3 Crore+,72 Lac+,BIHAR,Post Graduate
1914,Gopal Singh Engineer,ASHTA (SC),BJP,1,0,51 Lac+,MADHYA PRADESH,Graduate
1915,C S Raazen Ekka,RAJGANGPUR,INC,0,97 Lac+,3 Lac+,ODISHA,Graduate Professional
1916,P. Bashangmongba Chang,TUENSANG SADAR-I (ST),BJP,0,2 Crore+,0,NAGALAND,12th Pass
1917,K Sreedevi,PATTIKONDA,YSRCP,0,3 Crore+,44 Lac+,ANDHRA PRADESH,12th Pass
1918,Shashank Verma,NIGHASAN,BJP,0,0,5 Lac+,UTTAR PRADESH,Post Graduate
1919,Nagendra Singh Rathour,BHOJPUR,BJP,0,0,6 Lac+,UTTAR PRADESH,Graduate
1920,Nilkanth Singh Munda,KHUNTI (ST),BJP,0,4 Crore+,87 Lac+,JHARKHAND,Graduate
1921,Binod Hazarika,LAHOWAL,BJP,0,94 Lac+,27 Lac+,ASSAM,12th Pass
1922,Sanjoy Kishan,TINSUKIA,BJP,0,55 Lac+,7 Lac+,ASSAM,10th Pass
1923,Pankaj,MUNGRA BADSHAHPUR,SP,0,22 Lac+,0,UTTAR PRADESH,Graduate Professional
1924,Kamal Akhtar,KANTH,SP,0,0,2 Crore+,UTTAR PRADESH,Graduate Professional
1925,Parag Shah,GHATKOPAR EAST,BJP,0,500 Crore+,0,MAHARASHTRA,Graduate
1926,K.H.Muniyappa,DEVANAHALLI (SC),INC,1,0,27 Crore+,KARNATAKA,Graduate Professional
1927,Praniti Shushilkumar Shinde,SOLAPUR CITY CENTRAL,INC,5,4 Crore+,0,MAHARASHTRA,Graduate Professional
1928,Ramanlal Ishwarlal Vora,IDAR (SC),BJP,0,2 Crore+,15 Lac+,GUJARAT,Graduate
1929,K. L. Thakur,NALAGARH,IND,0,2 Crore+,1 Crore+,HIMACHAL PRADESH,Graduate Professional
1930,Dr. Khagendra Nath Mahata,GOPIBALLAVPUR,AITC,0,88 Lac+,8 Lac+,WEST BENGAL,Graduate Professional
1931,Bijaya Ranjan Singh Bariha,PADAMPUR,BJD,4,4 Crore+,37 Lac+,ODISHA,Post Graduate
1932,Randhir Sharma,SRI NAINA DEVIJI,BJP,0,5 Crore+,12 Lac+,HIMACHAL PRADESH,Post Graduate
1933,Gokar Basar,BASAR,NPP,1,1 Crore+,19 Lac+,ARUNACHAL PRADESH,Graduate
1934,Madhusudhan Reddy Biyyapu,SRIKALAHASTI,YSRCP,4,1 Crore+,0,ANDHRA PRADESH,12th Pass
1935,Manju Basu,NOAPARA,AITC,0,98 Lac+,0,WEST BENGAL,Graduate Professional
1936,Shalendra Kumar Jain,SAGAR,BJP,0,15 Crore+,2 Crore+,MADHYA PRADESH,Graduate
1937,Jabbar Singh Sankhala,ASIND,BJP,0,0,8 Lac+,RAJASTHAN,Literate
1938,Surendra Chaurasia,RAMPUR KARKHANA,BJP,2,39 Lac+,7 Lac+,UTTAR PRADESH,12th Pass
1939,Jagadish Chandra Barma Basunia,SITAI (SC),AITC,1,1 Crore+,0,WEST BENGAL,Graduate Professional
1940,Kulwant Singh Bazigar,SHUTRANA (SC),AAP,0,18 Lac+,0,PUNJAB,10th Pass
1941,Premendra Vishnu Shet,MAEM,BJP,0,4 Crore+,1 Crore+,GOA,Graduate
1942,Prakash Chandra Majhi,JHARIGAM,BJD,0,1 Crore+,6 Lac+,ODISHA,Post Graduate
1943,Rajneesh Harvansh Singh,KEOLARI,INC,0,34 Crore+,2 Crore+,MADHYA PRADESH,12th Pass
1944,Sushanta Chowdhury,MAJLISHPUR,BJP,1,75 Lac+,16 Lac+,TRIPURA,Graduate Professional
1945,Alok Ranjan,SAHARSA,BJP,1,4 Crore+,65 Lac+,BIHAR,Doctorate
1946,Nayana Motamma,MUDIGERE (SC),INC,0,10 Crore+,3 Crore+,KARNATAKA,Post Graduate
1947,Dr. C. J. Chavda,VIJAPUR,INC,1,15 Crore+,4 Crore+,GUJARAT,Graduate Professional
1948,Kailash Gahlot,NAJAFGARH,AAP,0,0,6 Crore+,DELHI,Post Graduate
1949,Mohammad Abdullah Azam Khan,SUAR,SP,43,3 Crore+,0,UTTAR PRADESH,Post Graduate
1950,Gaurav Singh Pardhi,KATANGI,BJP,0,4 Crore+,17 Lac+,MADHYA PRADESH,Post Graduate
1951,Ashok Kumar Lahiri,BALURGHAT,BJP,0,7 Crore+,0,WEST BENGAL,Doctorate
1952,Rama Krishna Reddy Alla,MANGALAGIRI,YSRCP,7,24 Crore+,5 Crore+,ANDHRA PRADESH,12th Pass
1953,Debabrata Saikia,NAZIRA,INC,1,5 Crore+,1 Crore+,ASSAM,Graduate
1954,Jitendrakumar Ramanlal Patel (Jitu Bhagat),NARANPURA,BJP,0,0,23 Lac+,GUJARAT,12th Pass
1955,Nisith Kumar Malik,BARDHAMAN UTTAR (SC),AITC,4,26 Lac+,7 Lac+,WEST BENGAL,10th Pass
1956,Nitu Kumari,HISUA,INC,7,4 Crore+,3 Lac+,BIHAR,Graduate
1957,Yashpal Arya,BAJPUR (SC),INC,1,10 Crore+,0,UTTARAKHAND,Graduate
1958,Asha Ram Netam,KANKER (ST),BJP,1,74 Lac+,0,CHHATTISGARH,Graduate
1959,Rajneesh Kumar Dahiya,FIROZPUR RURAL (SC),AAP,0,45 Lac+,0,PUNJAB,Graduate Professional
1960,Gurpreet Singh Banawali,SARDULGARH,AAP,1,2 Crore+,23 Lac+,PUNJAB,Graduate Professional
1961,Joba Majhi,MANOHARPUR (ST),JMM,0,0,4 Lac+,JHARKHAND,10th Pass
1962,Thangjam Arunkumar,WANGKHEI,JD(U),0,2 Crore+,1 Crore+,MANIPUR,Graduate Professional
1963,Deepak Kumar Mishr,BARHAJ,BJP,0,1 Crore+,0,UTTAR PRADESH,Post Graduate
1964,"Prabhaharan, M.",PERAMBALUR (SC),DMK,6,3 Crore+,1 Crore+,TAMIL NADU,Post Graduate
